Herr Präsident!	.
Denn gerade in Zeiten, in denen von Erweiterungsmüdigkeit die Rede ist, war es wichtig, dieses Signal auszusenden und unseren Partnern ein vorhersehbares Umfeld zu bieten. Denn 2006 ist das Jahr, in dem schwierigste Entscheidungen vor uns liegen.	For it was important, particularly at a time when people are talking in terms of 'enlargement fatigue', that this signal should be sent out in order to give our partners a good idea of what to expect in view of the extremely difficult decisions that we will have to take in 2006.
Alleine die Gästeliste bei unserem Salzburger Treffen hat uns sehr deutlich gemacht, wie anspruchsvoll der Weg ist, der in diesem Jahr vor uns liegt. Wir hatten Gelegenheit, mit Präsident Martti Ahtisaari, dem UNO-Beauftragten für die Zukunft des Kosovo, und seinem Stellvertreter, Albert Rohan, ein Gespräch zu führen Wir hatten auch Christian Schwarz-Schilling, den Hohen Beauftragten für Bosnien und Herzegowina, eingeladen.	It was evident from the guest list for our Salzburg meeting just how much the path we shall take this year will demand of us, for our guests included Martti Ahtisaari, the UN special envoy to Kosovo, and his deputy Albert Rohan, and we were able to discuss with them the future of that region.
Søren Jensen-Petersen war mit uns, der UNMIK-Chef in seiner Delegation, und der Nachfolger von Ibrahim Rugova, der kosovarische Präsident Fatmir Sejdiu. Ich habe mich auch gefreut, dass uns in diesem Segment unseres Salzburger Treffens insofern eine Premiere gelungen ist, als der Vorsitzende des Ausschusses für auswärtige Angelegenheiten, Herr Elmar Brok, bei uns war und an unseren Diskussionen teilgenommen hat.	We had also invited Christian Schwarz-Schilling, the High Representative for Bosnia and Herzegovina; Søren Jensen-Petersen, the head of UNMIK was present with his delegation, as was Ibrahim Rugova’s successor as President of Kosovo, Fatmir Sejdiu. I was also pleased that this segment of our Salzburg meeting managed to achieve something of a ‘first’ in the presence of Mr Brok, the chairman of your Foreign Affairs Committee, who took part in our discussions.
Der Balkan liegt mitten in Europa, und ohne Balkan bleibt die europäische Einigung Stückwerk.	The Balkans are at the heart of Europe, and without them, European unification will be incomplete.
Wir wissen, dass der Weg, der vor uns liegt, ein sehr anspruchsvoller ist, aber wir sind entschlossen, ihn zu gehen.	We know that the road ahead of us will be a difficult one, but we are determined to go down it.
Wir sind entschlossen, von der Arbeitsmethode her Schritt für Schritt voranzugehen, Thema für Thema zu bearbeiten, Lösung für Lösung zu finden.	We have decided to take a step-by-step approach to the work in hand, working through the issues one by one and resolving each of them in turn.
Die Arbeit an den europäischen Standards ist eigentlich das zentrale Thema für jedes einzelne dieser Länder.	It is working on the European standards that is actually the core issue for each and every one of these countries.
Ich hatte gestern den bosnischen Premierminister in Wien zu Besuch, und er sagte mir, entscheidend sei nicht ein Datum, ein bestimmter Zeitpunkt einer Entwicklung, sondern entscheidend sei die gemeinsame Arbeit an den europäischen Standards.	Yesterday, the Bosnian Prime Minister visited me in Vienna, and told me that what was crucial was not a date or a particular point in time in the course of development, but working together on European standards.
Javier Solana, der die Entwicklungen ja seit langem verfolgt, hat das seit Thessaloniki 2003 Erreichte als eine Erfolgsgeschichte bezeichnet, die an der Tagesordnung ablesbar ist, und zwar an der Salzburger Tagesordnung. Denn die Themen, um die es gegangen ist, waren die Themen Handelserleichterungen und -verbesserungen, Kampf gegen die organisierte Kriminalität, Jugend und Reiseerleichterungen.	Javier Solana, who has been keeping an eye on developments for a long time, describes what has been achieved since Thessaloniki in 2003 as a success story capable of being read on the agenda, and, more specifically on the order of business for the Salzburg meeting, since the issues with which this meeting concerned itself were issues of easier and improved trading arrangement, the fight against organised crime, young people and the facilitation of easier travel.
Das Thema Visa hat uns beschäftigt, denn es gilt, sich mit den Erwartungen zu befassen, die die Bevölkerung dieser Länder in uns setzten.	We gave attention to the visa issue in view of the need to address the expectations that the people of these countries have of us.
Andererseits müssen wir klarmachen, wo unsere Möglichkeiten liegen, und gemeinsam Schritt für Schritt Lösungen für die offenen Probleme suchen, auch in diesem heiklen Bereich.	We also, though, have to make clear to them what options are open to us, and join with them in seeking, step by step, solutions to the problems that remain outstanding in this area and elsewhere.
Europa macht in dieser Region einen Unterschied, das ist überhaupt keine Frage. Wir haben aber auch die Eigenverantwortung der betreffenden Länder betont.	There is no doubt about it: Europe is making a difference in this region, but we have also emphasised the responsibility that the countries concerned have for themselves, for in some of them, which have already been stabilised, we need to move on to their dynamic Europeanisation.
Denn in einigen der Länder sind wir jetzt an einem Punkt, wo es darum geht, nach der Stabilisierung in eine dynamische europäische Entwicklung einzutreten. Hier ist gefordert, dass dieser Weg auch klargemacht wird, die Bereitschaft, die notwendigen Schritte vorzunehmen und das zu demonstrieren, was wir mit dem englischen Wort ganz gut umschreiben.	As we proceed down that road, it must be made clear to them that they need the willingness to take the necessary action and demonstrate that quality that is described so well by the English term ‘ownership’.
Die Notwendigkeit regionaler Zusammenarbeit haben wir betont, insbesondere im Hinblick auf die Arbeiten an einer regionalen Freihandelszone – 31 Einzelabkommen sollen durch ein gemeinsames Freihandelsabkommen ersetzt werden, das auf der Basis von CEFTA gestaltet werden soll.	We have stressed the need for regional cooperation, especially in view of the work being done on a regional free trade area, with a single free trade agreement, based on CEFTA, intended to replace 31 individual agreements.
Ich bin der Kommission und insbesondere auch Olli Rehn persönlich sehr dankbar für das Engagement.	Speaking personally, I am very grateful to Commissioner Rehn and to the Commission as a whole for their commitment to this.
Rat und Kommission arbeiten hier wirklich im besten Sinne des Wortes Hand in Hand und Seite an Seite.	The Council and the Commission are working on this hand in hand and side by side in the best sense of the word.
Ich danke für die Mitteilung der Kommission Ende Januar, und ich danke auch für die Bereitschaft, jetzt an der Umsetzung der in der Salzburger Erklärung gesetzten Ziele gemeinsam weiterzuarbeiten.	I wish to thank the Commission for its communication at the end of January, and also for their willingness to join us in continuing to work towards the achievement of the goals set out in the Salzburg statement.
Weiterarbeiten müssen auch die Fachminister, die einzelnen Minister in den nationalen Regierungen, denn an ihnen wird es unter anderem liegen, im Netzwerk mit den Partnern aus den Balkanstaaten konkrete Probleme zu bewältigen.	Continued work is also called for on the part of the ministers of the national government within their own remits, for it is they who, along with other things, will have to network with their partners in the Balkan states in addressing actual problems.
Insbesondere die Innenminister sind hier sehr engagiert und tragen eine große Verantwortung. Sie und ihre Zusammenarbeit bestimmen ja in wichtigen Fragen die Fortschritte, die ganz praktisch erzielt werden können.	The ministers of the interior, in particular, are highly committed to this and bear a great responsibility, for it is they and their cooperation that determine what practical headway can be made on important issues.
Wir haben auch das Thema Aufnahmefähigkeit diskutiert und in unsere Überlegungen einbezogen.	We also discussed the topic of the EU’s assimilation capacity and explored its implications.
Diese Forderung habe ich ja selbst im Herbst des letzten Jahres stärker in unser aller Bewusstsein gerückt, und ich glaube, es war nicht zu Unrecht. Es geht nicht darum, ein zusätzliches Hindernis aufzubauen, sondern im Grunde etwas völlig Selbstverständliches verstärkt in unser Bewusstsein zu rücken, nämlich dass die Hausaufgaben nicht immer nur vom Kandidaten verlangt werden sollen, sondern natürlich auch für die Europäische Union gelten.	As you know, this is a topic that I brought into greater prominence last autumn, and I believe I was right to do so, for we are not seeking to put up an additional obstacle, but, essentially, to make us more aware of something that ought to be quite obvious, that being that it is not only the candidates for accession of whom homework is to be demanded, but the European Union itself also needs to do its own.
Wir hatten in dieser gemeinsamen Sitzung, in diesem Moment, in dem in Salzburg alle um einen großen Tisch vereint waren, gemeinsam ein beklemmendes Erlebnis, das uns jedoch auch zur Zuversicht angespornt hat. Der Tod von Slobodan Milošević ist als Nachricht mitten in unsere Beratungen gekommen, und es war von europäischer Symbolik, in diesem Moment gemeinsam an unserer gemeinsamen Zukunft in diesem Europa arbeiten zu dürfen.	At this joint meeting, at a moment at which all of us were united around one table in Salzburg, we all had an experience that was not only disquieting but also, at the same time, gave us a sense of hopeful confidence: our deliberations were interrupted by news of the death of Slobodan Milošević, and there was a European symbolism in our being able, at such a moment, to work on our common European future.
