Herr Präsident!	.
Aus meinen vielen, vielen Gesprächen mit Vertretern der europäischen Wirtschaft weiß ich, es ist sogar für viele das wichtigste.	From my many, many conversations with representatives of European businesses, I know that many of them regard it, indeed, as the most important.
Gerade kleine, kleinste und mittlere Unternehmen warten dringend auf Entlastung.	Small, medium-sized and micro-businesses in particular wait with longing to have their burdens removed.
Nur wenn es uns gelingt, die Bürokratie zu entschlacken, sinnlos gewordene Regelungen aufzuheben und Industrie und Dienstleistern einen modernen und langfristig berechenbaren Rechtsrahmen vorzugeben, werden wir Europa als Standort sichern und die Chancen im globalen Wettbewerb verbessern.	Securing Europe’s position as a business location and improving its chances in global competition are both absolutely dependent on our having a successful purge of red tape, annulling regulations that have become meaningless and offering industry and service providers a modern legal framework on which they can rely in the long term.
Meine Damen und Herren, in aller Deutlichkeit: Es geht hier nicht um irgendeine ideologisch befrachtete Deregulierung. Es geht um bessere Regulierung.	I will speak plainly to you, honourable Members: this is not about the sort of deregulation that is weighed down with ideological baggage; this is about making regulation better.
Der Binnenmarkt braucht einen klaren und berechenbaren Rechtsrahmen. Wir müssen jedoch dafür sorgen, dass unsere Gesellschaften nicht mit unnötiger Bürokratie belastet werden, und dass unsere Bürgerinnen und Bürger die Gewissheit haben, dass europäisches Recht mit der größtmöglichen Sorgfalt vorbereitet wird und auch nur dort greift, wo europäische Regelungen unbedingt notwendig sind.	The single market needs an unambiguous and reliable legal framework, but we must also ensure that our societies are not weighed down with unnecessary bureaucracy, and that the public can be certain that European law is drafted with the greatest possible care and will take effect only where European regulations are absolutely necessary.
Darüber besteht Einigkeit zwischen den Institutionen.	That is something on which the institutions agree.
Ich wiederhole noch einmal: Wir sitzen hier alle in einem Boot und haben eine gemeinsame Verantwortung.	Let me repeat that we are all in the same boat and share responsibility.
Das ist der politische Kontext, in dem sich die Mitteilung der Kommission über die Überprüfung anhängiger Gesetzgebungsvorschläge einordnet.	That is the political context of the Commission communication on the review of pending legislative proposals.
Sie ist sozusagen die Vorspeise in einem Menü, bei dem der Hauptgang überhaupt erst noch kommt.	One might describe it as the of a menu, the main course of which is yet to be served.
Aber ich hoffe, dass auch die Vorspeise mundet.	I do hope, though, that the goes down well.
Diese Politik ist Teil einer größer angelegten Strategie, die auf drei Pfeilern ruht.	This policy forms part of a broader-based strategy, which is itself founded upon three pillars.
Die Kommission überprüft erstens regelmäßig, umfassend und systematisch von ihr vorgelegte Gesetzgebungsvorschläge, die vom Gesetzgeber nach einer gewissen Frist noch nicht angenommen worden sind. Dabei ist es das Ziel zu entscheiden, ob die Vorschläge zurückgezogen werden, oder ob durch andere Maßnahmen die Entscheidungsfindung erleichtert werden kann.	Firstly, the Commission regularly submits to systematic examination all the legislative proposals it has presented, yet which have not been adopted by the legislator within a given period of time, the object of this exercise being to decide whether the proposals can be withdrawn, or whether decision-making can be made easier by other means.
In diesem Jahr hat die Kommission nun alle noch anhängigen Vorschriften vor dem Stichtag 1. Januar 2004 überprüft. Sie hat dabei geprüft, ob Vorschläge obsolet geworden sind, ob sie im Gesetzgebungsverfahren seit einer längeren Zeit blockiert sind, ob neue wissenschaftliche Erkenntnisse, Marktentwicklungen oder andere Gründe für eine Überprüfung sprechen, oder ob Vorschläge den heute geltenden Standards von Folgekostenabschätzung und Wettbewerbsfähigkeit noch entsprechen.	The Commission has, this year, reviewed all the regulations that were still waiting for adoption on the cut-off date of 1 January 2004, looking to see whether proposals had become obsolete, had been held up in the legislative process for some considerable time, whether their review was called for by reason of new scientific knowledge, changes in the market or other considerations, or whether they met present-day standards in terms of their expected cost and their likely effect on competitiveness.
Im Ergebnis beabsichtigt die Kommission, von 183 überprüften Vorschlägen 68 Vorschläge zurückzuziehen, weil sie mit den Zielen der Strategie für Wachstum und Beschäftigung und den Kriterien zur besseren Rechtsetzung nicht konform sind, oder weil sie aus rein objektiven Gründen einfach nicht mehr aktuell sind, oder weil wir für Vorschläge in der gegenwärtigen Form im Gesetzgebungsprozess keine weiteren Fortschritte mehr erwarten können.	The end result of this is that, of the 183 proposals it has reviewed, the Commission intends to withdraw 68 on the grounds of their incompatibility with the goals of growth and employment or with the criteria for better lawmaking, their being – quite objectively speaking – no longer relevant, or the improbability of their making further progress through the legislative process in their present form.
Bei fünf in der Mitteilung ausgewiesenen Vorschlägen empfiehlt die Kommission den Gesetzgebungsprozess fortzusetzen. Die Kommission möchte allerdings vorher vertiefte ökonomische Analysen vorlegen, um den Entscheidungsprozess der Gesetzgeber zu erleichtern.	In the case of five of the proposals mentioned in the communication, the Commission recommends that the legislative process be proceeded with, although it does, before this happens, wish to submit in-depth economic analyses in order to help the legislative body to come to a decision.
Ich möchte ebenfalls darauf hinweisen, dass in einigen Fällen Vorschläge im Rahmen einer umfassenden Überprüfung von Gemeinschaftspolitiken zurückgezogen werden. Die Kommission behält sich vor, nach dieser Überprüfung überarbeitete Vorschläge mit einer umfassenden Folgekostenabschätzung vorzulegen.	I would like to point out that some proposals are being withdrawn as part of a wide-ranging review of Community policies, although the Commission is retaining the option of, after this process, submitting revised proposals accompanied by a comprehensive assessment of their cost.
Lassen Sie mich darauf hinweisen, dass die Kommission in Übereinstimmung mit den Verpflichtungen des Rahmenabkommens über die Beziehungen zwischen Parlament und Kommission mit dieser Mitteilung von heute Nachmittag dem Parlament und dem Rat ankündigt, welche Vorschläge sie zurückzuziehen beabsichtigt.	I would also like to point out that the Commission, this afternoon, in communicating to the Council and Parliament which proposals it intends to withdraw, is complying with its obligations under the framework agreement on relations between it and Parliament.
Die gewählten Vorschläge werden erst dann als formal zurückgezogen betrachtet, wenn sie im Amtsblatt veröffentlicht sind.	The proposals selected will be regarded as formally withdrawn only as and when an announcement to this effect is made in the Official Journal.
Der erste Teil der Kommissionsstrategie, die Gegenstand der heutigen Mitteilung ist, befasst sich also mit anhängigen Gesetzgebungsvorschlägen.	Today’s communication is concerned with pending proposals for legislation, which constitutes the first part of the Commission’s strategy.
Das hat keine unmittelbaren Auswirkungen auf das Wirtschaftsgeschehen, denn der Besitzstand bleibt ja vollkommen unberührt.	As the itself is not tampered with in any way, it has no direct effect on the economic process.
Bei der Bewertung des Ergebnisses halte ich drei Dinge für wichtig: Die Zahl der anhängigen Gesetzgebungsvorschläge war viel geringer, als von vielen vermutet.	In evaluating the result, I think there are three things that it is important to bear in mind. One is that the number of pending proposals for legislation was far smaller than many had expected.
In zwei Dritteln aller Fälle hat die Überprüfung zu dem Ergebnis geführt, dass die Vorschläge aus guten Gründen aufrechterhalten werden sollten, und nur ein Drittel der Vorschläge entsprechen nicht mehr unseren Ansprüchen an bessere Rechtsetzung.	In two-thirds of all cases, the review has led us to the conclusion that there are good reasons for the proposals to be retained, and only one-third of them overall fall short of our requirements in terms of better regulation.
Dieses Screening ist der erste Testfall für die Glaubwürdigkeit unserer Politik zur besseren Rechtsetzung und wird ein Testfall dafür werden, wie das eigentliche Projekt, zu dem ich jetzt komme, gestaltet werden kann.	This screening process represents the first test for the credibility of our ‘Better Lawmaking’ policy and will be a trial run for the implementation of the real project, to which I shall now turn.
Das eigentliche Projekt heißt Vereinfachung des bestehenden Rechtsrahmens. Es ist das größte Projekt im Rahmen der Politik für bessere Rechtsetzung.	That project is called ‘simplification of the regulatory framework’, and is the biggest project to be embarked on under the ‘Better Lawmaking’ policy.
Entsprechend einem Wunsch des Europäischen Parlaments in seiner Entschließung zur erneuerten Lissabon-Strategie vom Frühjahr dieses Jahres wird die Kommission jetzt den gesamten Rechtsbestand der Europäischen Union systematisch überprüfen.	The Commission will now respond to the European Parliament’s resolution, adopted earlier this year, on the renewal of the Lisbon Strategy by proceeding to a comprehensive and systematic review of the European Union’s .
Ich rede über mehr als 20.000 Rechtsakte.	I am talking here about over 20 000 pieces of legislation.
Die Kommission wird Ende Oktober darüber entscheiden, nach welchen Grundsätzen und Kriterien das geschehen soll, und wie diese Mammutaufgabe organisatorisch bewältigt werden kann.	At the end of October, the Commission will come to a decision on the principles and criteria by which this will be guided, and on how, organisationally speaking, we are going to get on top of this gargantuan task.
Eines ist jedenfalls sicher: Für diese Herkulesaufgabe brauchen wird den engen Schulterschluss aller drei Institutionen, und die Kommission wird das Parlament nach Beschlussfassung über das Verfahren und die Methodik sofort unterrichten.	The one thing that is certain is that this Herculean labour will demand that all three institutions work as closely together as possible, and the Commission will inform Parliament as soon as a decision has been taken on the procedures and methodology.
Der dritte Pfeiler betrifft die Standards für künftige Gesetzgebung und die Folgekostenabschätzung.	The third pillar has to do with the standards applicable to future legislation and the assessment of its impact.
Die Kommission legt größten Wert darauf, die Gesetzgebung in Zukunft deutlich zu verbessern und strengen Standards zu unterwerfen. Die Kommission hat bereits beschlossen, dass alle Gesetzgebungsvorschläge, Weißbücher und grundlegenden Politikmitteilungen ihres Arbeitsprogramms nur noch mit einer umfassenden Folgenabschätzung vorgelegt werden.	The Commission sees it as being of the utmost importance that lawmaking should, in future, be significantly improved and made subject to rigorous standards, and has already decided that all proposals for legislation, White Papers and policy statements underlying its work programme should be accompanied by comprehensive impact assessments.
Sie hat für die zur Anwendung kommende Methodologie erst kürzlich detaillierte Richtlinien erlassen und wird im nächsten Jahr eine externe Analyse aller vorgelegten Folgeabschätzungen durchführen lassen.	It has recently adopted detailed directives on the methodology to be used and will, next year, commission an external analysis of all the impact assessments already submitted.
Die Kommission ist auch dabei, durch ein Netzwerk externer Experten die zur Verfügung gestellte Analyse und wissenschaftlichen Erkenntnisse, die in Folgeabschätzungen einfließen, zu verbessern.	The Commission is also engaged, with the help of a network of outside experts, in building up the available analysis and scientific knowledge on which impact assessments rely.
Sie betrachtet die neuen Kriterien für künftige Gesetzgebung als eine entscheidende Weichenstellung für die Zukunft. An dieser Stelle wird es möglich werden, tatsächlichen Bürokratieabbau zu betreiben und die Belastungen für Unternehmen und Behörden der Mitgliedstaaten zu verringern.	It regards the new criteria for future lawmaking as decisive in setting our direction for the future, and as making it possible to really cut back bureaucracy and take the burden off businesses and the authorities in the Member States.
Einige Mitgliedstaaten erreichen mit einer solchen Politik schon jetzt bemerkenswerte Erfolge. Sie entlasten die Wirtschaft und die Verwaltung von unnötigen Kosten und erzielen so messbare Wachstumsgewinne.	Some Member States have already adopted a policy of this kind and are achieving remarkable successes with it, freeing business and administration from unnecessary costs and thereby achieving measurable added growth.
Das möchten wir für die gesamte Europäische Union erreichen.	That is what we want for the European Union as a whole.
Meine Damen und Herren, wir werden darüber intensiv miteinander reden müssen. Die Kommission wird die Verantwortung des Parlaments vollständig respektieren.	This, honourable Members, is something that we will need to discuss in depth, and, while the Commission will have the utmost regard for Parliament’s responsibility, this policy will need to be supported by the Member States.
Es ist aber auch nötig, dass die Mitgliedstaaten sich dieser Politik anschließen. Ich hoffe sehr, dass von dieser Debatte ein klares Signal ausgeht: Europa meint es diesmal ernst.	I very much hope that this debate sends out the clear message that, this time, Europe is getting serious about this.
Wir wollen alle gemeinsam bessere Gesetze und weniger Bürokratie.	One thing we all agree on is that we need better laws and less bureaucracy.
Was ich jetzt schon sagen kann, ist das: Wir werden weit über das bereits begonnene Projekt der Kodifizierung verstreuter Rechtsakte hinausgehen.	Even at this early stage, I can tell you that this project of codifying disparate pieces of legislation is very far from being the end of what we shall do.
Wir werden auch prüfen, ob Regelungen überhaupt noch gebraucht werden oder ob sie benutzerfreundlicher gestaltet, also modifiziert werden müssen.	We shall also be considering whether regulations are still needed at all or whether they need to be made more user-friendly, that is to say, rewritten.
Ein Maßstab – aber eben nur einer – wird die Frage der europäischen Wettbewerbsfähigkeit sein. Um kein Missverständnis aufkommen zu lassen: Es geht nicht um eine Schwächung des erreichten Standes der Integration oder um eine Veränderung der Balance zwischen den drei großen Politikzielen Wachstum, sozialer Zusammenhalt und nachhaltige Entwicklung.	Europe’s competitiveness will be one yardstick – but not the only one – whereby this will be measured, and let me say, lest there be any doubt about it, that the object is not to make Europe less integrated than it already is or to alter the balance between the three great policy goals of growth, social cohesion and sustainable development.
Bessere Rechtsetzung ist kein trojanisches Pferd, das Europa schwächen soll, sondern im Gegenteil, Europa soll stärker und leistungsfähiger werden.	Far from ‘Better Lawmaking’ being some sort of Trojan horse to undermine Europe, the intention is it should strengthen Europe and make it more efficient.
