Herr Präsident!	.
Das fing bereits im September 2004 an – noch bevor ich ernannt war.	The first was as long ago as September 2004 – even before I was appointed.
Es waren insgesamt 11 Auftritte im Europäischen Parlament zu diesem Thema.	I have spoken to your House about this matter on a total of 11 occasions.
Die ersten Informationen sind dem Europäischen Parlament gegeben worden, bevor ein einziges Wort in der Öffentlichkeit gesagt wurde – obwohl ich allerdings annehme, dass das Plenum des Europäischen Parlaments die europäische Öffentlichkeit darstellt.	Initial information was given to your House before the public heard even a word about it – although I do assume that the plenary of the European Parliament can be regarded as representing the European public.
Ich lege nämlich großen Wert darauf, dass ich mich hundertprozentig korrekt verhalten habe, was die Information des Europäischen Parlaments angeht.	I do indeed insist that I have acted with absolute correctness as regards informing the European Parliament.
Es ist auch keine Information über den Inhalt der Liste von mir oder meinen Mitarbeitern oder Mitarbeiterinnen bis heute Nachmittag und zwar bis zu dieser Stunde, da ich hier stehe, an die Medien gegeben worden.	Until this afternoon, and indeed until I stood up to speak here, neither I nor any of my staff gave the media any information about what is in the list.
Ich habe eine gewisse Reputation zu verteidigen, was meinen Respekt vor dem Europäischen Parlament angeht. Deshalb wollte ich das gerne klargestellt haben.	I have a certain reputation to maintain where my respect for your House is concerned, and so I hope I have made that perfectly clear.
Die Unterlagen bekommen Sie selbstverständlich.	You will, of course, be given all this in black and white.
Obwohl es in der Kompetenz der Kommission liegt, allein zu entscheiden, was wir jetzt mit dieser Liste machen, rate ich doch sehr dazu abzuwarten, welchen Rat uns das Parlament gibt und diese Ratschläge in die Ausführung dieses Beschlusses auf jeden Fall einzubeziehen.	Even though the Commission is entitled to decide independently of anyone else what to do with this list, I think it highly advisable to wait and see what advice we get from Parliament and to act on it when implementing what is decided.
Dem hat die Kommission auch zugestimmt.	The Commission has agreed to this.
Zur letzten Frage: Für die bin außerordentlich dankbar. Meine Sorge um die wirtschaftliche Zukunft der kleinen und mittleren Unternehmen in Europa war einer der Hauptgründe, weshalb ich das Projekt überhaupt angeregt habe.	Turning to the final question, for which I am extremely grateful, my concern about the economic future of small and medium-sized businesses in Europe was one of the reasons why I proposed this project in the first place.
Mir ist vollkommen klar, dass die großen Betriebe, die großen Unternehmen mit den Regeln relativ leicht umgehen können. Sie leisten sich dafür eigene Abteilungen.	I am perfectly well aware that big business and major firms can handle regulation with relative ease; they can afford to have their own departments to deal with it.
Je kleiner ein Unternehmen ist, desto größer ist die Belastung durch Bürokratiekosten und desto größer ist auch die Schwierigkeit, Investitionen zu planen und durchzuführen und mögliches Wachstum zu realisieren.	The smaller a company is, though, the more burdensome it finds the costs involved in dealing with red tape and the more difficult it is for it to plan and make investments and actually achieve some growth.
Darum kann ich Ihnen versichern, dass bei allem, was wir hier tun werden, die Bedürfnisse der kleinen und mittleren Unternehmen voll berücksichtigt werden.	I can, then, assure you that the needs of small and medium-sized enterprises will be considered in all that we do.
Selbstverständlich werden wir beim externen Sachverstand auch Vertreter des Mittelstands heranziehen.	The external expertise on which we will draw will of course include that of the representatives of the small business sector.
Schon bei der Mitteilung über die künftige Politik für kleine und mittlere Unternehmen, die in wenigen Wochen kommen wird, wird das Thema bessere Rechtsetzung noch einmal eine ganz massive Rolle spielen.	Our future policy on small and medium-sized enterprises is due to be announced in a communication in only a few weeks’ time, and there will be a great deal in that, too, about the issue of better regulation.
Was die nationale Umsetzung angeht, bin ich Ihnen ebenfalls sehr dankbar für den Hinweis.	I am just as grateful for what you have had to say about transposition at national level.
Jawohl, es ist so, es gibt wirklich faszinierende Beispiele dafür, wie es Mitgliedstaaten geschafft haben, aus einer relativ kurzen, klaren und einfachen europäischen Richtlinie ein echtes bürokratisches Monstrum zu machen und die dafür benötigten Worte zu vervielfachen.	There are indeed some quite fascinating examples of how Member States have managed to take a short, clear and straightforward European directive and turn it into a bureaucratic monster with many times the number of words needed.
Die englische Sprache hat dafür das schöne Wort „.	There is a splendid English expression for this: ‘gold plating’.
Ich betrachte es als einen Teil des Projekts, die europäische Öffentlichkeit darüber aufzuklären, dass das aufhören muss, und dass europäische Rechtsetzung nicht dafür verwendet werden kann, als eine Art Schutzschirm zu dienen, hinter dem man nationale Projekte realisiert, die man nicht wagt, anderweitig zu realisieren.	Part of this project, to my mind, has to do with us explaining to the European public that this sort of thing has to stop, and that European legislation cannot be used as a sort of protective screen behind which nation states run their pet projects and do things that they would not dare to do otherwise.
Ich denke, das waren die Antworten auf die Fragen.	That, I think, should answer all your questions.
Ich danke für die politische Unterstützung, die mir die drei Sprecher angeboten haben, und biete Ihnen eine enge und vertrauensvolle Zusammenarbeit bei diesem Projekt an, das alle drei Institutionen in besonderer Weise betrifft.	I am grateful for the political support offered to me by three of your speakers, and offer you close and trusting cooperation in this project, which will have a particular impact on all three institutions.
