Herr Präsident!	.
Die EZB befürwortet dies, und warnt gleichzeitig davor, dass der korrektive Arm geschwächt wird.	While the Bank is in favour of this, it also warns against the corrective aspect of the Pact being weakened.
Wir haben deshalb das Thema der Erweiterung aufzugreifen.	It is for that reason that we have to consider the issue of enlargement.
Die Integration von zehn neuen Mitgliedstaaten wurde von der EZB reibungslos gewährleistet.	The ECB guaranteed that the integration of the ten new Member States would proceed without a hitch.
Seit 28. Juni 2004 gehören dem europäischen Wechselkursmechanismus Estland, Litauen und Slowenien an, und seit 2. Mai 2005 Lettland, Malta und Zypern.	Estonia, Lithuania and Slovenia have been part of the European exchange rate mechanism since 28 June 2004, and were joined on 2 May 2005 by Latvia, Malta and Cyprus.
Es ist eine ganz klare Forderung von uns an die EZB, dass trotz der Reform des Stabilitäts- und Wachstumspakts die Maastrichter Kriterien bei künftigen Beitritten zur Währungsunion unverändert erhalten bleiben, dass sie eingefordert und nicht abgeschwächt werden.	One explicit demand that we make of the ECB is that, reform of the Stability and Growth Pact notwithstanding, the Maastricht criteria should continue to apply unchanged when countries join the single currency in future, and that there be no laxity in insisting on them.
Eine statistische Situation Griechenland muss beim Beitritt zur Währungsunion in Zukunft verhindert werden.	When countries join the single currency in future, the situation that we had with Greece and its statistics must be avoided.
Wir haben letztlich die Bitte an die EZB, die Informationspolitik, die insgesamt gut ist, noch zu verbessern. Es gibt hier noch Spielraum.	Our final request of the ECB is that its information policy, which is generally good, be further improved, for there is room for improvement.
Wir begrüßen die Veröffentlichungen von statistischen Informationen sowie die erhöhte Regelmäßigkeit der Veröffentlichungen.	We welcome the publication of statistical information and the increased regularity with which it appears.
Es gibt auch einen guten Dialog, der allerdings – wie man im kleinen Kreis sagen würde – durchaus noch verbessert werden kann und regelmäßiger sein könnte.	Dialogue with the Bank is good, although one might well admit in private that there is plenty of room for improvement and that it could happen on a more regular basis.
Wir fordern aber die EZB auf, in Zukunft ein , wie es von der US-amerikanischen Zentralbank veröffentlicht wird, herauszugeben.	We do, however, urge the Bank to follow the US Federal Reserve’s example and publish something along the lines of its in future.
Lassen Sie mich abschließend sagen: Die EZB hat im letzten Jahr einen großen Schritt gemacht in Richtung einer Zahlungs- und Wertpapierabwicklung.	Let me conclude by saying that last year saw the ECB taking a great stride towards the clearing of payments and the settlement of securities.
Das Target-II-System für transeuropäische automatisierte Echtzeit-Bruttoexpressüberweisungen ist auf den Weg gebracht worden, und damit ist eine flächendeckende Echtzeitabwicklung im Zentralbankgeld möglich geworden.	The Target II system is up and running, facilitating automated real-time high-speed fund transfers across Europe, and hence opening up the way to universal real-time settlement in the Central Bank’s currency.
Damit wurde die Möglichkeit geschaffen, in Europa vom Flickenteppich zum System überzugehen.	This would in turn open up the possibility of a single system in Europe rather than a patchwork.
Die EZB hat hier mutig die entsprechenden Schritte unternommen.	The ECB has shown boldness in taking the necessary steps to this end.
Vor dem Hintergrund des geschlossenen Berichts möchte ich bitten, die Änderungsanträge, die vorliegen, abzulehnen und den Bericht, so wie er ist, anzunehmen.	This report is complete in itself, and so I ask that it be adopted as it stands and the amendments that have been submitted rejected.
