Herr Präsident!	.
Diese Verordnung ermöglicht es uns lediglich, eine ganz konkrete, spezifische Maßnahme im Fischereisektor und speziell im Rahmen der FIAF-Verordnung zu treffen.	What this regulation enables us to do is to take a very concrete and specific action within the fisheries sector and more specifically within the FIFG regulation.
Weitere Initiativen werden folgen, nicht nur um den humanitären Bedürfnissen insgesamt nachzukommen, sondern auch Initiativen für den Fischereisektor, aber leider kann sich diese Verordnung nicht damit befassen.	Other initiatives will follow, not only to meet the overall humanitarian needs but also for the fisheries sector, but unfortunately they cannot be addressed in this regulation.
Zu den Änderungsanträgen 10 und 12: Das In-Kraft-Treten dieser Änderungen an der Verordnung 2792/99 kann nicht von speziellen Wünschen betroffener Länder abhängig gemacht werden.	On Amendments Nos 10 and 12: the coming into force of these amendments to Regulation 2792/99 cannot be made dependent to specific requests being made by affected countries.
Ich möchte darauf hinweisen, dass diese Verordnung die Beteiligung von Drittländern garantiert, und ich verweise die verehrten Abgeordneten auf Artikel 1 der gegenwärtigen Verordnung, mit dem Artikel 7 der grundlegenden Verordnung abgeändert wird und der festlegt, dass sich unsere Aktionen im Einklang mit dem Wunsch der Drittländer befinden müssen.	I wish to point out that this regulation guarantees the participation of the third countries and I refer honourable Members to Article 1 of the current regulation, which amends Article 7 of the basic regulation, and which states that our actions are to be in accordance with the third countries' request.
Zu den Änderungsanträgen 13, 14 und 15: Wir stimmen dem Geist dieser Änderungsanträge zu und werden sie zusammen mit dem Präsidium und dem Rat aufgreifen, um zu prüfen, wie sie sich am besten in die Verordnung einbauen lassen.	On Amendments Nos 13, 14 and 15: we agree with the spirit of these amendments and we will take them up with the Presidency and the Council to see how best they can be reflected in the regulation.
Zu Änderungsantrag 16: Die Verordnung sieht bereits eine Reihe von Fällen vor, in denen zu sichern ist, dass die Fangtätigkeit nachhaltig ist.	On Amendment No 16: the regulation already provides in a number of instances for the assurance that fishing activity will be carried out in a sustainable manner.
Wir denken daher, dass dieser Änderungsantrag in der Verordnung bereits Berücksichtigung findet.	We, therefore, feel that this amendment is already taken into account in the regulation.
Änderungsantrag 17 können wir akzeptieren, doch möchten wir den Aktionsradius auf kleine Fischereifahrzeuge gemäß der Definition in Artikel 3 der Verordnung des Rates Nr. 2371/2002 (der Verordnung zur Reform der GFP) beschränken.	We can accept Amendment No 17, but we would like to limit the scope of the action to small-scale fishing vessels, as defined in Article 3 of Council Regulation 2371/2002 (the CFP reform regulation).
Zu Änderungsantrag 20: Nach unserer Auffassung findet dieser Punkt ausreichend Berücksichtigung durch die Bestimmung, nach der die zu überführenden Schiffe den Bedürfnissen der betroffenen Fischereigemeinden entsprechen sollten, sodass diese Änderung nicht erforderlich ist.	On Amendment No 20: we feel that this point is sufficiently covered by the provision under which the vessels to be transferred should be for the benefit of the affected fishing communities, and so this amendment is not required.
Zu Änderungsantrag 22: Die Kommission hat Schwierigkeiten mit der Annahme dieses Änderungsantrags. Technisch mag er zwar in Ordnung gehen, aber in seiner Reichweite schwächt er eindeutig den Geist, in dem die Verordnung verabschiedet wird.	On Amendment No 22: the Commission has difficulty accepting this amendment: whereas technically it may be sound, its scope clearly undermines the spirit with which the regulation is being adopted.
